pH,EC (µS/cm),HCO3,Cl (mg/L),SO4,Total Hardness,Na (mg/L),F
7.52,995,311.2,99.3,68.4,325,67.8,0.89
7.82,1008,396.6,95.7,20.9,300,81.4,0.48
7.9,899.4,335.6,99.3,41.4,315,61.9,1.29
7.64,778.8,256.3,74.4,44.3,275,40.9,0.77
7.8,741.5,305.1,49.6,21.5,235,38.8,0.73
7.87,1842,591.9,191.4,160.2,515,180.3,0.74
7.53,890.8,152.6,134.7,62.1,350,37.8,0.44
7.74,1049,256.3,156,75.9,295,101.7,1.47
7.79,953.9,213.6,148.9,63.6,310,74.9,0.9
7.88,722.7,183.1,95.7,47.4,240,49.8,0.71
7.59,717.4,311.2,31.9,30.4,310,21.8,0.86
7.68,813.5,177,102.8,55.2,330,31.4,0.8
7.96,1136,305.1,113.4,48.4,415,62.3,0.87
7.91,1207,457.7,88.6,81.9,75,235.2,1.99
7.82,669.8,189.2,56.7,49.7,260,33.8,0.69
7.87,1036,244.1,195,54.8,300,96.5,1.3
7.93,1056,317.3,102.8,69.3,315,94.2,1.04
7.87,983.9,280.7,127.6,52,385,47.7,0.74
8.02,664,256.3,31.9,30.4,225,50,1.12
7.76,701.2,183.1,78,46.8,270,37.3,0.77
8.06,711.8,231.9,70.9,60.4,95,118.3,1.06
7.6,1421,366.1,187.9,105.6,515,80.8,0.51
7.71,1476,366.1,177.3,133.2,510,81.7,0.28
7.7,2166,494.3,273,194.9,550,187.3,0.69
7.96,1398,488.2,127.6,78.1,280,150.5,0.43
8,1461,366.1,148.9,219,510,89.9,0.57
7.92,1536,274.6,209.2,136.4,495,124.5,0.48
7.94,1200,286.8,102.8,92.9,390,91.2,1.06
7.99,1202,299,81.5,66.3,365,90.8,0.79
8.01,1344,323.4,131.2,140.9,400,109.8,0.5
7.45,1482,488.2,145.3,73.6,370,123,0.82
7.71,981.6,341.7,81.5,55.7,325,63.8,0.74
7.62,602,183.1,106.4,26.8,290,28,0.53
7.61,769.2,238,31.9,83.2,315,31.4,0.42
7.59,683.5,244.1,85.1,32.2,210,59.5,0.47
7.56,1005,335.6,21.3,79.8,290,47.5,0.66
7.63,908.6,396.6,56.7,15.9,315,56.7,0.45
7.2,1060,244.1,134.7,68.7,395,55.6,0.31
7.58,1053,311.2,85.1,54,365,72.8,0.9
7.46,745.1,128.1,120.5,60.9,290,32.2,0.55
7.57,844,274.6,67.4,48.4,285,63.8,0.97
7.73,617.4,238,39,37.6,260,22.5,0.85
7.97,1807,768.9,156,37,130,346.4,1.41
8.21,1135,402.7,95.7,63.8,110,209.9,1.6
8.21,1147,408.8,102.8,44.7,170,185.4,1.31
7.3,1940,183.1,443.1,30.5,770,78.8,0.55
7.85,927.7,256.3,131.2,41.4,210,107,0.75
7.98,1484,445.4,209.2,29.3,200,240,1.1
7.6,1049,353.9,138.3,40.1,465,31.2,0.34
7.9,1171,457.7,67.4,90.8,250,153.1,0.59
8.01,1500,457.7,202.1,69,325,201,0.38
7.79,1429,414.9,226.9,52.6,395,132.1,0.36
7.71,910,353.9,95.7,26.1,325,54,0.32
7.77,1106,335.6,131.2,50.4,450,36.5,0.28
8.25,854.6,274.6,102.8,33.4,350,23.1,0.45
7.64,2528,537,407.7,51.9,450,327.2,0.47
7.64,1689,329.5,234,50.2,565,119.4,0.38
8.03,1896,579.7,287.1,52.7,295,309.9,0.35
7.81,2162,579.7,315.5,91.1,330,350.8,0.55
7.88,2543,659,471.5,35,350,434.6,0.28
8.04,1117,457.7,78,34.5,325,103.6,0.63
7.77,1236,530.9,120.5,8.3,445,71.6,0.25
8.08,1019,500.4,39,34,380,55.5,0.28
7.67,1451,530.9,117,101.1,290,202.8,1.45
7.25,1647,158.7,226.9,300,495,92.2,0.73
7.68,1374,140.3,216.2,235.3,445,96.3,0.91
7.6,1283,506.5,113.4,47.9,300,100.4,0.41
7.43,1031,378.3,109.9,24.9,345,57.1,0.35
7.63,1086,305.1,163.1,21.2,410,34.5,0.29
7.74,1467,518.7,173.7,52.7,420,99,0.32
7.15,1385,274.6,202.1,143.3,650,18,0.35
7.77,1124,463.8,67.4,40.9,450,50.6,0.19
7.8,1869,640.7,170.2,95.4,530,171.7,0.26
7.8,781.6,311.2,60.3,27.6,290,44.8,1.23
7.66,1618,439.3,109.9,177.2,460,83.2,0.08
7.37,1219,476,49.6,88.9,435,80.7,0.88
7.52,1049,201.4,148.9,40.2,450,34.4,0.71
7.42,1266,353.9,138.3,77.4,475,58.3,0.13
7.43,826.4,250.2,67.4,63.3,350,24.6,0.07
7.66,1183,549.2,39,30.4,345,106.3,1.48
7.25,1295,341.7,156,79.6,480,65.2,0.79
7.69,1859,439.3,308.4,80.8,525,133.5,0.76
7.58,1350,305.1,198.5,74,430,110,1.25
7.59,1222,335.6,209.2,36.2,320,122.9,0.89
7.66,1276,433.2,120.5,54.1,460,80,0.69
7.54,1888,634.6,120.5,104.2,620,97.9,0.39
7.37,1484,555.3,124.1,43,440,62.1,0.36
8.01,1406,488.2,117,60.5,525,66.1,0.59
7.85,1192,427.1,49.6,160.9,320,119.6,1.03
7.83,1431,390.5,148.9,81,500,64.4,0.55
7.53,1607,414.9,209.2,85,610,68.4,0.53
7.64,1492,421,184.3,67.4,445,99.6,0.56
7.78,1567,421,88.6,304.4,525,88.8,0.35
7.7,1700,506.5,127.6,246.5,610,78.5,0.36
7.86,1482,500.4,138.3,65.9,560,58.5,0.65
7.45,1759,323.4,191.4,170,640,52.6,0.41
7.43,2027,292.9,347.4,195,735,72.1,0.51
7.9,972,342,106,16,290,77,0.86
7.64,347.8,85.4,49.6,10.2,105,24.2,null
8.25,706.1,396.5,35.5,6.2,230,66.5,0.31
7.61,1222,378.2,187.9,35.9,295,115.6,0.52
7.76,3084,311.1,726.7,185.9,535,399.2,0.35
8.22,1781,420.9,336.8,85.8,305,261.4,0.27
8.5,264.8,91.5,35.5,10.1,90,21.2,0.26
8.19,392.8,201.3,17.7,10.4,150,27.4,0.46
7.88,1177,366,166.6,55.7,390,108,0.54
7.84,394.9,176.9,7.1,2.1,125,29.5,0.31
7.93,689.4,274.5,67.4,19.9,215,61.5,0.45
8.01,589.6,298.9,35.5,23.8,245,32.7,0.24
7.71,358.9,201.3,17.7,3.1,140,23.4,0.12
7.73,393.9,231.8,10.6,3.4,155,22.5,0.31
7.85,549.6,292.8,10.6,22.7,210,29.5,0.35
7.69,1653,305,319.1,58.4,540,110.9,0.2
8.15,547.8,359.9,28.4,0.5,225,37.4,0.36
7.77,1024,457.5,92.2,1.6,290,55.6,0.1
7.07,1156,372.1,134.7,79.5,320,105.9,0.12
7.01,1090,183,102.8,54.3,310,91,0.08
7.54,487,207.4,53.2,6,200,18.7,0.18
8.07,812.6,146.4,166.6,0.5,295,61.8,0.77
7.23,848.1,170.8,117,35.6,250,65.3,0.51
8.02,1242,500.2,117,30,420,62.9,0.25
7.46,720,347.7,74.4,3.4,300,43.7,0.29
8.01,1800,414.8,304.9,94.2,275,255.4,0.17
8.1,1508,402.6,290.7,73.8,205,262.8,0.22
7.51,295,67.1,70.9,0.6,90,22.5,0.03
7.94,768.6,408.7,60.3,0.7,350,23.4,0.1
7.85,369,207.4,17.7,0.3,125,26.4,0.43
7.74,381,201.3,24.8,null,135,28.4,0.49
7.7,115,42.7,17.7,null,40,8.2,0.07
7.1,592.1,213.5,81.5,21.2,270,23.3,0.17
8.16,376.8,134.2,39,5.3,140,14.6,0.26
7.93,635.6,262.3,74.4,20.8,180,63.8,0.44
8.01,504.5,250.1,24.8,18.7,155,53.7,0.33
8.02,547,268.4,46.1,12.3,205,37.9,0.11
8.01,756.7,250.1,92.2,35.4,290,55.5,0.19
7.99,423.8,146.4,60.3,null,90,28.2,0.22
7.76,2021,359.9,361.6,null,365,232.2,null
8.2,589.2,329.4,63.8,null,175,52.5,null
7.44,987,317.2,92.3,79.8,305,84.3,0.19
7.45,1886,628.3,213,99.1,400,251,1.02
7.81,1096,488,56.8,44.5,335,95,0.07
7.81,582,305,14.2,14.2,220,25.2,0.51
7.97,1254,427,177.5,23.4,400,73.3,1.4
7.93,769,317.2,63.9,31.1,265,46,0.56
8.04,602,286.7,35.5,15.3,250,20.9,0.18
7.93,718,408.7,14.2,2.2,315,17.3,0.5
7.76,502,225.7,24.9,27.4,210,16.7,0.04
7.83,698,353.8,35.5,6.7,210,61.8,0.85
8.28,432,219.6,10.7,8.4,155,26.9,0.43
7.8,598,305,14.2,23.7,245,22.7,0.52
7.81,1275,463.6,134.9,40.2,385,91.1,1.01
7.9,1128,488,67.5,47.8,380,65.1,0.45
7.9,1397,524.6,127.8,72.4,395,112.4,0.54
7.94,1302,469.7,117.2,70.4,400,92.1,0.79
8.23,627,219.7,42.5,50.6,315,9.3,0.42
8.06,666,274.6,74.3,6.8,335,9,0.08
8.12,429,250.2,17.7,15,225,7.3,0.68
8.27,233,85.4,17.7,4.4,95,6.2,0.72
8.01,304,134.2,21.2,15.7,140,8.3,0.47
8.19,329,73.2,42.5,19.3,125,8.9,0.02
8.17,594,158.7,63.7,32.2,270,11,0.21
8.09,375,183.1,46,7.4,185,17.1,0.2
8.14,231,140.3,17.7,4.4,110,10.9,0.13
8.17,423,256.3,28.3,6.7,220,17.1,0.22
8.21,1082,433.2,148.7,45.6,535,86.1,0.08
8.26,115,36.6,14.2,3.7,40,9.1,0.19
8.02,210,85.4,28.3,3.8,80,13.9,0.21
8.05,169,67.1,28.3,2.9,65,12.3,0.02
8.27,450,152.6,53.1,12.1,205,13.8,0.19
8.18,553,390.5,56.6,13.6,285,81.8,0.08
7.95,1463,341.7,219.5,80.3,590,94.2,0.65
8.13,535,219.7,49.6,12.8,250,13.3,0.22
8.25,600,360,31.9,5.8,345,19.2,0.35
8.21,512,317.3,31.9,18.4,260,33,0.05
8.2,581,177,67.3,1.7,265,10.1,0.16
8.21,744,225.8,85,55.2,355,20.1,0.3
8.15,391,115.9,17.7,65.4,160,15.1,0.01
8.25,320,170.9,17.7,18.2,150,16.5,0.88
8.08,290,158.7,17.7,28.2,160,3.3,0.79
7.79,239,122,17.5,14.8,110,13.6,0.25
7.96,373,115.9,42,15.8,150,15.8,0.06
8.24,242,73.2,21,10.8,75,14.4,0.32
7.75,181,67.1,24.5,4.8,75,15.9,0.54
7.12,756,262.3,73.5,31.6,285,35.5,0.25
8.21,568,189.1,52.5,16.1,215,23.3,0.74
8.16,743,256.2,63,29.7,255,37.7,0.49
7.77,1514,292.8,157.5,225.1,515,70.1,1.04
8.24,96,30.5,14,4.8,35,1.9,0.56
8.05,492,213.5,38.5,10.1,190,9.2,0.21
8.29,442,146.4,73.5,4.3,170,12.6,0.14
8.16,109,24.4,14,9.3,40,2.5,0.06
7.71,870,250.1,119,8.4,260,63.1,0.97
7.79,2130,689.3,343,29,830,105.7,0.12
7.65,256,97.6,21,5.1,105,13.1,0.07
7.084,537.4,207.6,21.3,12.6,245,7.3,0.21
7.544,223.2,134.3,21.3,21.7,100,23.3,0.19
8.062,545.8,286.9,70.9,14.2,220,61,0.09
7.283,446.8,201.5,46.1,14.5,175,23.8,0.24
8.122,5258.8,348,31.9,21,215,45.9,0.02
7.78,346.8,158.7,17.7,10,130,7.2,0.19
7.555,410.3,177,14.2,14,170,10.7,0.12
7.144,219,91.6,28.4,14.5,95,27.9,0.16
7.11,530,298.9,8.3,26.6,286,3.7,0.17
7.61,510,292.8,6.2,17.6,278,3.3,0.22
7.43,530,298.9,7.3,23.3,286,2.8,0.16
7.22,500,311.1,7.5,9.1,271,3.7,0.14
7.31,570,305,10.1,28.4,296,6.2,0.21
7.27,930,518.5,30.7,35.4,525,20.5,0.32
7.11,620,359.9,7.9,19.9,339,4.5,0.21
7.55,490,298.9,5.1,21,284,0.1,0.15
7.23,960,475.8,35.5,63.9,448,25.3,0.25
7.15,380,207.4,4.9,21.7,207,0.9,0.21
6.85,410,213.5,10.1,6.7,194,11.9,0.16
7.02,490,305,6.5,8.9,255,7.4,0.16
6.7,500,278,4.1,15.6,248,8.4,0.29
7.1,990,609.7,8.6,29.6,358,92.1,0.56
6.95,820,416.8,18,34,385,24.9,0.14
6.98,1240,504,49.7,64.4,529,52.3,0.26
7.18,540,267.5,4.7,31.6,267,5.8,0.37
7.2,550,311.1,null,27.6,281,6,0.51
6.91,510,248.9,9.3,34.8,239,10.8,0.25
7.2,1000,398.2,61.4,55.6,444,26.3,0.37
7,1020,497.8,38.9,55.8,470,24.1,0.48
6.82,830,398.2,21.4,53.2,378,36.9,0.41
7.02,720,384.3,17.5,28.4,395,9.9,0.14
6.94,530,311.1,1.7,12.7,268,9,0.28
6.74,340,186.6,1.5,18.1,169,5.3,0.2
6.81,1000,348.4,45.5,44.9,368,48.2,0.17
6.96,550,435.5,1.5,6.8,327,15.1,0.64
7.11,480,273.7,1.7,15.6,211,13.7,0.19
7.13,830,466.6,14.9,23.5,387,15.4,0.48
7.19,1190,555.1,100.3,56.9,513,97.4,0.2
7.24,660,404.4,9.4,13,238,19.5,0.24
7.02,550,304.8,9.2,17.5,570,15.8,0.25
6.81,410,255.1,0.6,12.8,229,9.5,0.22
7.34,1020,542,25.7,34.8,461,22.6,0.36
7.43,420,255.1,0.1,11,198,9.8,0.13
7.18,470,278,1.7,16.4,222,13.1,0.22
7.1,430,242.6,0.1,16.4,208,9,0.18
7.15,790,379.4,20.8,39.5,306,23.9,0.17
7.21,610,341.6,17.3,18.4,304,13.5,0.12
7.14,640,366,19.3,21,320,14,0.14
7.64,530,317.2,12.8,8.5,220,34,0.24
7.4,520,286.7,21.3,21.6,251,14.7,0.16
7.08,520,311.1,7.8,10.8,269,8.9,0.15
7.16,420,250.1,5.8,6.6,207,7.1,0.18
7.07,690,390.4,15.4,18.5,341,15.4,0.17
7.08,620,311.1,14.4,15.2,253,19.7,0.27
6.92,730,463.6,8.8,16.9,415,6.5,0.17
6.93,640,420.9,4.9,7.3,360,5.1,0.12
6.89,810,479.1,34.7,12.9,419,24.5,0.15
7.2,850,504,31.2,16.4,442,18,0.27
7.19,460,237.9,19.1,11.4,228,10,0.11
6.95,920,347.7,107.6,36.7,410,40.7,0.19
7.1,680,347.7,36.7,14.3,336,18.9,0.19
7.28,650,317.2,39.7,13.1,307,17.7,0.24
6.83,450,273.8,7.3,7.2,224,8.8,0.21
7.54,570,304.8,17.7,6.1,296,4,0.16
7.48,690,353.8,39.4,16.3,350,13.5,0.12
7.72,1518,384.4,248.5,55.6,270,212.7,0.86
7.68,1825,335.6,376.3,83,340,220.6,0.55
7.47,1441,341.7,156,192,550,75.9,0.38
7.63,2640,427.1,531.8,144,450,391,0.18
7.59,1220,408.8,88.6,96,180,194.4,0.65
7.96,219,85.4,21.3,10.7,80,13.9,0.35
7.89,863,219.6,141.8,49.1,300,68,0.25
8.2,835,329.5,99.3,32.3,240,90,0.6
8.1,1350,262,226,88,315,117,0.12
7.86,1010,183,180,66,196,129,0.46
8,760,250.1,88.6,39,145,94.3,0.35
7.85,610,158.6,63.8,43.2,140,59.8,0.25
8.08,910,262.3,109.9,45,210,96.6,0.45
8.05,945,408.7,17.7,57,300,75,0.63
7.77,895,341.6,53.2,34,275,75,0.32
7.64,1075,305,102.8,34,295,104,0.7
7.79,775,298.9,56.7,31,190,87,0.77
7.81,1260,420.9,124.1,65,455,75,0.42
7.66,1265,335.5,102.8,40,280,155,0.91
7.92,723,335.5,71,49,270,79.3,0.48
8.03,2240,841,188,138,278,190.2,0.2
7.17,1370,325,234,81,429,95.9,0.11
7.73,1731,317.2,355,95,295,206,0.37
6.67,113,30.5,20,2,40,8.9,0.45
8.01,599,207.4,43,24,220,23.9,0.33
8.13,802,336,71,29,210,66,0.9
8.17,5180,298.9,35.5,17,190,15.4,0.35
7.85,1253,317.2,234.3,58,410,40.4,0.2
8.13,857,390.4,49.7,48,210,61,0.79
7.78,923,280.6,106.5,100,320,42.9,0.8
7.95,994,364,79,40,260,76.1,1.6
7.82,170,68,18,2,35,16.2,0.07
8.18,590,160,67,14,152,48.6,0.1
7.72,130,49,14,1,35,10.4,0.05
8.17,700,158.6,78,100,215,64.4,0.54
8.25,810,213.5,120.5,50,160,57,0.14
7.72,1270,341.6,156,90,350,128.8,0.19
8.03,1140,329.4,124.1,90,345,96.6,0.9
8.24,923,384.3,85.2,79,260,99.4,0.34
8.18,992,376,78.1,38,330,77.3,1
7.82,1735,634.4,124.1,53,315,128,1.32
7.79,1120,347.7,106.4,36,255,132,1.11
7.95,1425,457.5,163.1,64,245,208,0.58
8.13,1210,372.1,99.3,55,285,117,0.91
8.16,1195,390.4,88.6,48,365,89,0.73
8.05,1180,286.7,138.3,85,225,65,0.71
7.26,940,347.7,56.7,52,305,62,0.57
7.91,875,268.4,78,45,220,94,0.65
7.58,1360,522,135,52,328,105.1,1.2
7.85,540,209,43,19,197,32.6,0.56
7.83,860,374,82,41,212,72,0.84
7.15,270,74,21,21,66,18.6,0.07
7.51,1180,442,121,44,328,97,0.75
8.23,785,231.8,106.5,42.7,250,221.9,0.37
7.85,937,268.4,134.9,34.3,360,100,0.17
8.02,5122,500.2,1285.1,188.6,410,62.1,0.31
8.13,822,207.4,134.9,36,400,74.4,0.58
8.05,951,244,113.6,68.5,230,63.5,0.31
8.25,510,268.4,28.4,18.3,220,48.9,0.39
8.09,697,341.7,35.5,18.7,290,26,0.17
8,900,317.2,134.9,22.4,360,29,0.43
7.85,535,219.6,35.5,18,800,329,0.21
7.94,565,183,42.6,24.2,480,52,0.44
8.23,1018,439.3,92.2,14.9,200,128,null
8.26,950,378.3,99.3,22.9,250,103.1,0.16
8.19,590,280.6,35.5,11.9,280,431.4,0.32
8.27,880,402.7,49.6,24.1,200,170,0.9
7.72,1220,280.6,205.9,61.3,360,220,0.31
8.01,745,42.7,49.7,251,220,49.2,0.51
7.95,950,207.4,127.8,83.6,100,349.9,0.22
8.1,1410,219.6,276.9,105,550,138,0.21
7.51,882,341.6,63.9,68,460,122,1.39
8.06,1600,73.2,347.9,109.5,230,238.4,0.46
8.03,940,353.9,70.9,49.5,340,26.9,0.29
7.78,790,268.4,85.1,41.5,911,866.3,0.4
7.86,865,280.6,99.4,14.3,640,285,1.2
7.96,646,305,35.5,22.9,400,68.3,0.51
7.94,840,195.2,99.4,58,210,82,0.78
7.72,1962,256.2,475,49.5,220,138.9,0.15
8.17,842,170.8,142,73.4,1360,540,0.43
8.1,1362,207.4,290.7,80.7,320,114.9,0.23
8.04,726,305,71,21.6,190,30.7,0.16
8.05,824,256.2,56.8,55,230,78.5,0.09
8.16,759,195.2,120.7,44.9,150,24.5,0.29
8.23,1256,317.2,134.9,115,70,137.2,0.45
8.16,877,280.6,120.7,52.3,480,229.8,0.24
8.13,1217,427,149.1,28,1011,753.1,0.75
8.25,1768,207.4,475,69,440,221.8,0.06
8.06,1016,256.2,148.9,68.2,420,207,0.22
8.07,2536,170.8,638.1,211,1621,601.6,0.28
7.97,645,195.2,106.4,17,370,76.6,0.03
7.97,1403,305,227.2,72.1,350,133.5,0.34
8.06,1408,305,255.6,48.2,390,93.8,0.63
8.14,1047,244,120.5,71.3,250,46.5,0.25
7.95,1049,305.1,212.7,27.1,400,257,0.18
7.71,1198,353.9,177.3,23.8,941,914,2.2
8.18,2300,756.5,340.3,48.2,651,247.9,0.13
8,1564,439.2,276.9,50,450,406.4,1.13
8.38,1395,561.2,170.4,55.6,300,55.6,0.22
8.09,655,219.6,63.9,26,200,83,0.42
8.03,528,268.4,28.4,24.5,390,175.2,0.29
8.11,1702,341.6,376.3,70.1,1010,133.4,0.42
8.02,1065,244,142,113,270,191.2,0.31
8,849,329.5,70.9,43.2,230,18.1,0.36
8.18,3700,390.5,950.1,54.4,400,50,0.25
8.03,1054,488.1,70.9,39.7,230,108.9,0.15
8.15,607,268.4,70.9,17,360,125,0.31
8.22,740,329.5,49.6,42,310,60,0.5
8.21,750,353.8,63.9,10,450,66,0.48
7.83,675,244,63.9,27,480,102,0.28
8.2,1270,597.8,92.3,42,810,138,0.5
8.14,1230,536.9,127.6,29.8,661,288,0.21
8.16,1338,427.1,191.4,70.4,610,373.1,0.18
8.18,965,280.6,156,25.5,460,181.1,null
8.1,1180,317.3,170.2,70.7,410,832.2,0.19
8.15,1390,292.8,163.3,201.1,510,65.4,0.53
7.82,761,195.2,127.8,46.5,340,66.5,0.27
8.17,1266,170.8,213,120,760,75,0.26
7.87,998,280.6,127.8,58,140,483,0.2
8.23,1048,390.4,113.6,44.6,190,238,0.34
8.23,1411,549,156.2,62.7,180,32.7,0.31
7.67,490,183,21.3,15.4,240,275,0.6
8.16,701,256.2,63.8,32.5,280,90,0.8
8.03,1020,427.1,70.9,48.7,250,26,1.7
8.12,922,317.3,120.5,45.6,210,83,0.04
7.96,716,231.8,99.3,37.3,330,24,0.63
7.9,260,140.3,14.2,5.5,80,24.5,0.45
8.1,1000,219.7,177.3,60,130,176,0.55
7.5,470,213.6,31.9,5,155,25.5,0.3
7.1,13000,1220.4,2410.6,2524.8,1250,2410,0.4
7.7,950,353.9,78,52.8,220,102,1.5
7,1400,109.8,312,170,390,139,0.43
7.5,1545,488.2,212.7,87,310,197.5,1.3
7.1,875,451.5,38.6,21.1,252,97.8,0.76
7.19,430,219.7,8.5,4.4,124,30,0.8
7.51,840,244.1,99.3,40.6,232,76.4,0.16
7.92,650,122,116.3,33.9,146,60.2,0.1
7.58,1170,463.8,101.4,37.3,311,102.5,0.06
8.06,990,451.5,48,35.8,372,56.1,0.89
7.78,1520,573.6,172.1,25.7,303,182.3,0.54
7.45,1270,250.2,226.4,54.8,317,121.9,null
7.82,910,250.2,110.2,54.3,269,73.9,0.19
7.6,1260,549.2,87.6,31.9,201,175.3,1.73
7.73,3010,341.7,777.6,68.1,616,364.7,0.28
7.17,1690,414.9,175.1,91.5,468,184,1.47
8.18,820,433.2,16.4,16.4,109,136.1,0.71
6.95,1360,366.1,86.6,150.1,300,177.6,1.47
7.89,1090,384.4,36.1,79.1,325,85.3,1.11
7.49,1490,311.2,264.9,113.9,588,71.8,0.68
7.9,640,299,29.6,14.8,263,25.9,0.41
8.15,1300,463.8,113.4,64.8,235,99,0.75
7.88,2700,537,492.8,129.1,485,267.7,0.7
7.9,2410,353.9,482.1,116,690,192.2,1
7.88,1300,366.1,184.3,74.4,315,134.4,0.34
8.04,920,305.1,106.4,52.1,225,92.3,0.7
7.63,920,201.4,127.6,59.5,185,102.9,0.7
7.76,1170,329.5,117,76.3,275,97.2,0.49
7.9,1700,427.1,262.3,55.6,325,182,0.51
7.99,1270,488.2,124.1,39.1,290,133.3,0.19
8.17,1030,353.9,113.4,57.9,205,126.3,0.79
7.51,1740,512.6,301.3,29.2,365,182.4,0.33
7.83,1120,451.5,95.7,49.6,415,43.3,0.85
7.74,1530,414.9,237.5,20.6,335,149.2,0.47
8.05,840,268.5,74.4,31.6,170,75.1,0.45
7.34,980,244.1,159.5,75.2,220,115.2,0.55
7.98,1960,109.8,613.3,3.3,140,358.3,0.21
6.85,150,45.8,7.1,16.9,58,6.6,0.08
7.07,1630,353.9,312,78.7,410,182.9,0.83
7.38,1200,317.3,134.7,132.9,320,126.6,0.47
8.04,400,146.4,49.6,5.3,138,26.7,0.28
7.7,810,167.8,113.4,99.2,195,94.1,0.64
7.08,900,311.2,95.7,8.4,325,56.3,0.45
7.49,740,292.9,74.4,13,240,58.4,0.29
7.7,1370,457.7,170.2,12,390,113.4,0.99
7.79,1660,170.9,446.7,53,250,263.4,0.12
7.92,570,219.7,53.2,26.9,115,77.3,0.84
7.37,1550,506.5,170.2,65.8,390,120.5,1.03
7.67,980,259.3,131.2,80.6,255,84.2,0.26
7.84,760,256.3,109.9,6.4,45,151.8,1.05
7.82,310,85.4,35.5,31.3,80,33.3,0.13
7.73,730,97.6,113.4,105,160,75.7,0.14
7.65,760,280.7,39,60.5,325,46.5,0.8
7.7,1006,280.7,141.8,105,340,106,0.21
7.07,590,256.3,42.5,18.8,185,47.1,0.35
7.92,190,42.7,21.3,5.5,45,9,0.1
7.5,1100,476,48.1,63,415,40.5,0.16
7.5,1064,402.7,94.3,30.6,339,86.2,1.02
7.9,1063,549.2,40.3,16.1,237,140.2,1.8
7,1205,329.5,126.3,31.8,364,58.8,0.44
8.08,94,36.6,4.4,1.1,21,7.6,0.05
7.8,336,170.9,7.4,8.9,92,23.5,0.75
7.5,448,207.5,7.1,15,152,17,0.13
7.9,110,36.6,4.7,7,32,4.6,0.05
7.8,135,61,8.9,4,46,7.2,0.05
8.15,133,36.6,6.9,1.7,30,6.7,0.05
8,176,36.6,33.5,2.9,19,28,0.02
6.6,342,146.4,19.6,1.9,124,16.9,0.08
7.6,211,73.2,10.3,0.7,65,8.4,0.1
7.3,462,146.4,46.2,6.9,135,27.3,0.03
7.6,92,48.8,2.8,1.3,31,6,0.11
7.6,560,36.6,111.7,1.6,201,18.9,0.05
7.3,1130,390.5,116.8,19.9,378,65,0.37
7.6,1300,549.2,112.5,32,279,152.6,0.9
7.5,1017,366.1,112.4,55.6,328,78.5,0.62
7.3,1110,427.1,84.3,16.1,396,56.5,0.56
7.63,510,238,32.2,14.9,151,40,0.31
8.04,460,244.1,11.6,7.3,69,76.2,0.64
7.87,730,305.1,33.6,31.4,165,71.9,0.28
7.65,790,244.1,68,22.8,225,51.8,0.4
7.7,750,396.6,24.8,25.1,265,49,1.51
7.56,680,378.3,8,10.1,298,22.9,0.76
7.6,1100,280.7,99.8,51.9,318,65,0.07
7.29,930,366.1,70.3,42.6,361,36.6,0.54
7.45,820,152.6,98.9,89.7,379,42.6,1.27
7.75,1050,427.1,78,42.8,293,50.4,0.29
7.61,820,378.3,40.6,24.6,295,28.9,0.15
7,1470,549.2,139.3,103.6,559,121.8,6.56
8.03,1490,707.8,118.7,59.6,268,260.2,3.06
7.85,920,408.8,67.4,25.6,285,82,1.6
7.28,1590,476,183.8,72,715,48.4,0.58
7.6,560,274.6,34.7,11.4,189,38,0.07
7.58,880,372.2,42.1,38.8,289,52.7,1.33
8.12,980,305.1,88.6,38.4,50,180,1.5
7.78,1050,427.1,49.6,47.5,450,36,0.77
7.5,1060,476,78,44.5,410,58,0.55
7.16,680,314.3,21.3,23.2,270,21,0.51
7.13,1130,292.9,148.9,73.2,260,125,1.07
7.37,1280,439.3,137,54.5,423,98,0.56
8,910,91.5,187.9,63.8,110,154,9.08
7.68,560,207.5,46.1,33.2,195,41,0.33
7.33,900,366.1,61.3,27.2,343,35.1,0.44
7.8,710,326.5,49.6,27.7,245,60,0.72
7.8,700,311.2,49.6,29.7,250,51,0.75
7.78,1020,427.1,42.5,53.5,320,98,0.95
7.81,1070,347.8,63.8,61.4,370,76,1.05
7.81,1070,347.8,63.8,61.4,370,76,1.05
7.6,750,234.9,95.7,41.6,240,60.5,0.36
7.89,530,140.3,99.3,7.7,138,57.6,0.42
7.43,790,372.2,57.5,47,267,82.4,1.92
7.38,1190,207.5,289.4,15.9,370,91.1,1.01
7.6,590,238,42,31.8,187,41.2,0.44
7.88,600,292.9,28.1,11.9,229,23.4,0.69
7.69,340,134.2,12.9,13.1,90,29.9,1.87
7.13,1130,292.9,148.9,73.2,260,125,1.07
7.68,570,164.8,53.9,22.7,187,43.8,0.5
7.78,240,18.3,17.6,11.3,55,16.8,0.04
7.84,670,250.2,56.7,38.2,221,37.8,0.46
7.28,980,353.9,101.4,2.2,163,139.6,2.33
7.93,490,207.5,16.9,16.3,97,54.6,2.41
7.77,560,213.6,35.4,35.7,189,30.3,1.08
7.38,380,201.4,8.9,9.3,125,23.4,0.65
7.24,570,262.4,26.2,21.8,231,22.7,0.36
8,516,122,49.1,25.6,106,30.1,0.14
7.7,560,292.9,16.3,18.3,204,21.9,0.17
7.6,1140,451.5,104.5,55.3,200,162.7,0.43
6.8,930,256.3,139.4,15.4,239,67.9,0.29
